,NAME,P0010001,state,county
1862,Onondaga County,467026,36,067
1863,Ontario County,107931,36,069
1864,Orange County,372813,36,071
1865,Orleans County,42883,36,073
1866,Oswego County,122109,36,075
1867,Otsego County,62259,36,077
1868,Putnam County,99710,36,079
1869,Queens County,2230722,36,081
1870,Rensselaer County,159429,36,083
1871,Richmond County,468730,36,085
1872,Rockland County,311687,36,087
1873,St. Lawrence County,111944,36,089
1874,Saratoga County,219607,36,091
1875,Schenectady County,154727,36,093
1876,Schoharie County,32749,36,095
1877,Schuyler County,18343,36,097
1878,Seneca County,35251,36,099
1879,Steuben County,98990,36,101
1880,Suffolk County,1493350,36,103
1881,Sullivan County,77547,36,105
1882,Tioga County,51125,36,107
1883,Tompkins County,101564,36,109
1884,Ulster County,182493,36,111
1885,Warren County,65707,36,113
1886,Washington County,63216,36,115
1887,Wayne County,93772,36,117
1888,Westchester County,949113,36,119
1889,Wyoming County,42155,36,121
1890,Yates County,25348,36,123
1891,Alamance County,151131,37,001
1892,Alexander County,37198,37,003
1893,Alleghany County,11155,37,005
1894,Anson County,26948,37,007
1895,Ashe County,27281,37,009
1896,Avery County,17797,37,011
1897,Beaufort County,47759,37,013
1898,Bertie County,21282,37,015
1899,Bladen County,35190,37,017
1900,Brunswick County,107431,37,019
1901,Buncombe County,238318,37,021
1902,Burke County,90912,37,023
1903,Cabarrus County,178011,37,025
1904,Caldwell County,83029,37,027
1905,Camden County,9980,37,029
1906,Carteret County,66469,37,031
1907,Caswell County,23719,37,033
1908,Catawba County,154358,37,035
1909,Chatham County,63505,37,037
1910,Cherokee County,27444,37,039
1911,Chowan County,14793,37,041
1912,Clay County,10587,37,043
1913,Cleveland County,98078,37,045
1914,Columbus County,58098,37,047
1915,Craven County,103505,37,049
1916,Cumberland County,319431,37,051
1917,Currituck County,23547,37,053
1918,Dare County,33920,37,055
1919,Davidson County,162878,37,057
1920,Davie County,41240,37,059
1921,Duplin County,58505,37,061
1922,Durham County,267587,37,063
1923,Edgecombe County,56552,37,065
1924,Forsyth County,350670,37,067
1925,Franklin County,60619,37,069
1926,Gaston County,206086,37,071
1927,Gates County,12197,37,073
1928,Graham County,8861,37,075
1929,Granville County,59916,37,077
1930,Greene County,21362,37,079
1931,Guilford County,488406,37,081
1932,Halifax County,54691,37,083
1933,Harnett County,114678,37,085
1934,Haywood County,59036,37,087
1935,Henderson County,106740,37,089
1936,Hertford County,24669,37,091
1937,Hoke County,46952,37,093
1938,Hyde County,5810,37,095
1939,Iredell County,159437,37,097
1940,Jackson County,40271,37,099
1941,Johnston County,168878,37,101
1942,Jones County,10153,37,103
1943,Lee County,57866,37,105
1944,Lenoir County,59495,37,107
1945,Lincoln County,78265,37,109
1946,McDowell County,44996,37,111
1947,Macon County,33922,37,113
1948,Madison County,20764,37,115
1949,Martin County,24505,37,117
1950,Mecklenburg County,919628,37,119
1951,Mitchell County,15579,37,121
1952,Montgomery County,27798,37,123
1953,Moore County,88247,37,125
1954,Nash County,95840,37,127
1955,New Hanover County,202667,37,129
1956,Northampton County,22099,37,131
1957,Onslow County,177772,37,133
1958,Orange County,133801,37,135
1959,Pamlico County,13144,37,137
1960,Pasquotank County,40661,37,139
1961,Pender County,52217,37,141
1962,Perquimans County,13453,37,143
1963,Person County,39464,37,145
1964,Pitt County,168148,37,147
1965,Polk County,20510,37,149
1966,Randolph County,141752,37,151
1967,Richmond County,46639,37,153
1968,Robeson County,134168,37,155
1969,Rockingham County,93643,37,157
1970,Rowan County,138428,37,159
1971,Rutherford County,67810,37,161
1972,Sampson County,63431,37,163
1973,Scotland County,36157,37,165
1974,Stanly County,60585,37,167
1975,Stokes County,47401,37,169
1976,Surry County,73673,37,171
1977,Swain County,13981,37,173
1978,Transylvania County,33090,37,175
1979,Tyrrell County,4407,37,177
1980,Union County,201292,37,179
1981,Vance County,45422,37,181
1982,Wake County,900993,37,183
1983,Warren County,20972,37,185
1984,Washington County,13228,37,187
1985,Watauga County,51079,37,189
1986,Wayne County,122623,37,191
1987,Wilkes County,69340,37,193
1988,Wilson County,81234,37,195
1989,Yadkin County,38406,37,197
1990,Yancey County,17818,37,199
1991,Adams County,2343,38,001
1992,Barnes County,11066,38,003
1993,Benson County,6660,38,005
1994,Billings County,783,38,007
1995,Bottineau County,6429,38,009
1996,Bowman County,3151,38,011
1997,Burke County,1968,38,013
1998,Burleigh County,81308,38,015
1999,Cass County,149778,38,017
2000,Cavalier County,3993,38,019
2001,Dickey County,5289,38,021
2002,Divide County,2071,38,023
2003,Dunn County,3536,38,025
2004,Eddy County,2385,38,027
2005,Emmons County,3550,38,029
2006,Foster County,3343,38,031
2007,Golden Valley County,1680,38,033
2008,Grand Forks County,66861,38,035
2009,Grant County,2394,38,037
2010,Griggs County,2420,38,039
2011,Hettinger County,2477,38,041
2012,Kidder County,2435,38,043
2013,LaMoure County,4139,38,045
2014,Logan County,1990,38,047
2015,McHenry County,5395,38,049
2016,McIntosh County,2809,38,051
2017,McKenzie County,6360,38,053
2018,McLean County,8962,38,055
2019,Mercer County,8424,38,057
2020,Morton County,27471,38,059
2021,Mountrail County,7673,38,061
2022,Nelson County,3126,38,063
2023,Oliver County,1846,38,065
2024,Pembina County,7413,38,067
2025,Pierce County,4357,38,069
2026,Ramsey County,11451,38,071
2027,Ransom County,5457,38,073
2028,Renville County,2470,38,075
2029,Richland County,16321,38,077
2030,Rolette County,13937,38,079
2031,Sargent County,3829,38,081
2032,Sheridan County,1321,38,083
2033,Sioux County,4153,38,085
2034,Slope County,727,38,087
2035,Stark County,24199,38,089
2036,Steele County,1975,38,091
2037,Stutsman County,21100,38,093
2038,Towner County,2246,38,095
2039,Traill County,8121,38,097
2040,Walsh County,11119,38,099
2041,Ward County,61675,38,101
2042,Wells County,4207,38,103
2043,Williams County,22398,38,105
2044,Adams County,28550,39,001
2045,Allen County,106331,39,003
2046,Ashland County,53139,39,005
2047,Ashtabula County,101497,39,007
2048,Athens County,64757,39,009
2049,Auglaize County,45949,39,011
2050,Belmont County,70400,39,013
2051,Brown County,44846,39,015
2052,Butler County,368130,39,017
2053,Carroll County,28836,39,019
2054,Champaign County,40097,39,021
2055,Clark County,138333,39,023
2056,Clermont County,197363,39,025
2057,Clinton County,42040,39,027
2058,Columbiana County,107841,39,029
2059,Coshocton County,36901,39,031
2060,Crawford County,43784,39,033
2061,Cuyahoga County,1280122,39,035
2062,Darke County,52959,39,037
2063,Defiance County,39037,39,039
2064,Delaware County,174214,39,041
2065,Erie County,77079,39,043
2066,Fairfield County,146156,39,045
2067,Fayette County,29030,39,047
2068,Franklin County,1163414,39,049
2069,Fulton County,42698,39,051
2070,Gallia County,30934,39,053
2071,Geauga County,93389,39,055
2072,Greene County,161573,39,057
2073,Guernsey County,40087,39,059
2074,Hamilton County,802374,39,061
2075,Hancock County,74782,39,063
2076,Hardin County,32058,39,065
2077,Harrison County,15864,39,067
2078,Henry County,28215,39,069
2079,Highland County,43589,39,071
2080,Hocking County,29380,39,073
2081,Holmes County,42366,39,075
2082,Huron County,59626,39,077
2083,Jackson County,33225,39,079
2084,Jefferson County,69709,39,081
2085,Knox County,60921,39,083
2086,Lake County,230041,39,085
2087,Lawrence County,62450,39,087
2088,Licking County,166492,39,089
2089,Logan County,45858,39,091
2090,Lorain County,301356,39,093
2091,Lucas County,441815,39,095
2092,Madison County,43435,39,097
2093,Mahoning County,238823,39,099
2094,Marion County,66501,39,101
2095,Medina County,172332,39,103
2096,Meigs County,23770,39,105
2097,Mercer County,40814,39,107
2098,Miami County,102506,39,109
2099,Monroe County,14642,39,111
2100,Montgomery County,535153,39,113
2101,Morgan County,15054,39,115
2102,Morrow County,34827,39,117
2103,Muskingum County,86074,39,119
2104,Noble County,14645,39,121
2105,Ottawa County,41428,39,123
2106,Paulding County,19614,39,125
2107,Perry County,36058,39,127
2108,Pickaway County,55698,39,129
2109,Pike County,28709,39,131
2110,Portage County,161419,39,133
2111,Preble County,42270,39,135
2112,Putnam County,34499,39,137
2113,Richland County,124475,39,139
2114,Ross County,78064,39,141
2115,Sandusky County,60944,39,143
2116,Scioto County,79499,39,145
2117,Seneca County,56745,39,147
2118,Shelby County,49423,39,149
2119,Stark County,375586,39,151
2120,Summit County,541781,39,153
2121,Trumbull County,210312,39,155
2122,Tuscarawas County,92582,39,157
2123,Union County,52300,39,159
2124,Van Wert County,28744,39,161
2125,Vinton County,13435,39,163
2126,Warren County,212693,39,165
2127,Washington County,61778,39,167
2128,Wayne County,114520,39,169
2129,Williams County,37642,39,171
2130,Wood County,125488,39,173
2131,Wyandot County,22615,39,175
2132,Adair County,22683,40,001
2133,Alfalfa County,5642,40,003
2134,Atoka County,14182,40,005
2135,Beaver County,5636,40,007
2136,Beckham County,22119,40,009
2137,Blaine County,11943,40,011
2138,Bryan County,42416,40,013
2139,Caddo County,29600,40,015
2140,Canadian County,115541,40,017
2141,Carter County,47557,40,019
2142,Cherokee County,46987,40,021
2143,Choctaw County,15205,40,023
2144,Cimarron County,2475,40,025
2145,Cleveland County,255755,40,027
2146,Coal County,5925,40,029
2147,Comanche County,124098,40,031
2148,Cotton County,6193,40,033
2149,Craig County,15029,40,035
2150,Creek County,69967,40,037
2151,Custer County,27469,40,039
2152,Delaware County,41487,40,041
2153,Dewey County,4810,40,043
2154,Ellis County,4151,40,045
2155,Garfield County,60580,40,047
2156,Garvin County,27576,40,049
2157,Grady County,52431,40,051
2158,Grant County,4527,40,053
2159,Greer County,6239,40,055
2160,Harmon County,2922,40,057
2161,Harper County,3685,40,059
2162,Haskell County,12769,40,061
2163,Hughes County,14003,40,063
2164,Jackson County,26446,40,065
2165,Jefferson County,6472,40,067
2166,Johnston County,10957,40,069
2167,Kay County,46562,40,071
2168,Kingfisher County,15034,40,073
2169,Kiowa County,9446,40,075
2170,Latimer County,11154,40,077
2171,Le Flore County,50384,40,079
2172,Lincoln County,34273,40,081
2173,Logan County,41848,40,083
2174,Love County,9423,40,085
2175,McClain County,34506,40,087
2176,McCurtain County,33151,40,089
2177,McIntosh County,20252,40,091
2178,Major County,7527,40,093
2179,Marshall County,15840,40,095
2180,Mayes County,41259,40,097
2181,Murray County,13488,40,099
2182,Muskogee County,70990,40,101
2183,Noble County,11561,40,103
2184,Nowata County,10536,40,105
2185,Okfuskee County,12191,40,107
2186,Oklahoma County,718633,40,109
2187,Okmulgee County,40069,40,111
2188,Osage County,47472,40,113
2189,Ottawa County,31848,40,115
2190,Pawnee County,16577,40,117
2191,Payne County,77350,40,119
2192,Pittsburg County,45837,40,121
2193,Pontotoc County,37492,40,123
2194,Pottawatomie County,69442,40,125
2195,Pushmataha County,11572,40,127
2196,Roger Mills County,3647,40,129
2197,Rogers County,86905,40,131
2198,Seminole County,25482,40,133
2199,Sequoyah County,42391,40,135
2200,Stephens County,45048,40,137
2201,Texas County,20640,40,139
2202,Tillman County,7992,40,141
2203,Tulsa County,603403,40,143
2204,Wagoner County,73085,40,145
2205,Washington County,50976,40,147
2206,Washita County,11629,40,149
2207,Woods County,8878,40,151
2208,Woodward County,20081,40,153
2209,Baker County,16134,41,001
2210,Benton County,85579,41,003
2211,Clackamas County,375992,41,005
2212,Clatsop County,37039,41,007
2213,Columbia County,49351,41,009
2214,Coos County,63043,41,011
2215,Crook County,20978,41,013
2216,Curry County,22364,41,015
2217,Deschutes County,157733,41,017
2218,Douglas County,107667,41,019
2219,Gilliam County,1871,41,021
2220,Grant County,7445,41,023
2221,Harney County,7422,41,025
2222,Hood River County,22346,41,027
2223,Jackson County,203206,41,029
2224,Jefferson County,21720,41,031
2225,Josephine County,82713,41,033
2226,Klamath County,66380,41,035
2227,Lake County,7895,41,037
2228,Lane County,351715,41,039
2229,Lincoln County,46034,41,041
2230,Linn County,116672,41,043
2231,Malheur County,31313,41,045
2232,Marion County,315335,41,047
2233,Morrow County,11173,41,049
2234,Multnomah County,735334,41,051
2235,Polk County,75403,41,053
2236,Sherman County,1765,41,055
2237,Tillamook County,25250,41,057
2238,Umatilla County,75889,41,059
2239,Union County,25748,41,061
2240,Wallowa County,7008,41,063
2241,Wasco County,25213,41,065
2242,Washington County,529710,41,067
2243,Wheeler County,1441,41,069
2244,Yamhill County,99193,41,071
2245,Adams County,101407,42,001
2246,Allegheny County,1223348,42,003
2247,Armstrong County,68941,42,005
2248,Beaver County,170539,42,007
2249,Bedford County,49762,42,009
2250,Berks County,411442,42,011
2251,Blair County,127089,42,013
2252,Bradford County,62622,42,015
2253,Bucks County,625249,42,017
2254,Butler County,183862,42,019
2255,Cambria County,143679,42,021
2256,Cameron County,5085,42,023
2257,Carbon County,65249,42,025
2258,Centre County,153990,42,027
2259,Chester County,498886,42,029
2260,Clarion County,39988,42,031
2261,Clearfield County,81642,42,033
2262,Clinton County,39238,42,035
2263,Columbia County,67295,42,037
2264,Crawford County,88765,42,039
2265,Cumberland County,235406,42,041
2266,Dauphin County,268100,42,043
2267,Delaware County,558979,42,045
2268,Elk County,31946,42,047
2269,Erie County,280566,42,049
2270,Fayette County,136606,42,051
2271,Forest County,7716,42,053
2272,Franklin County,149618,42,055
2273,Fulton County,14845,42,057
2274,Greene County,38686,42,059
2275,Huntingdon County,45913,42,061
2276,Indiana County,88880,42,063
2277,Jefferson County,45200,42,065
2278,Juniata County,24636,42,067
2279,Lackawanna County,214437,42,069
2280,Lancaster County,519445,42,071
2281,Lawrence County,91108,42,073
2282,Lebanon County,133568,42,075
2283,Lehigh County,349497,42,077
2284,Luzerne County,320918,42,079
2285,Lycoming County,116111,42,081
2286,McKean County,43450,42,083
2287,Mercer County,116638,42,085
2288,Mifflin County,46682,42,087
2289,Monroe County,169842,42,089
2290,Montgomery County,799874,42,091
2291,Montour County,18267,42,093
2292,Northampton County,297735,42,095
2293,Northumberland County,94528,42,097
2294,Perry County,45969,42,099
2295,Philadelphia County,1526006,42,101
2296,Pike County,57369,42,103
2297,Potter County,17457,42,105
2298,Schuylkill County,148289,42,107
2299,Snyder County,39702,42,109
2300,Somerset County,77742,42,111
2301,Sullivan County,6428,42,113
2302,Susquehanna County,43356,42,115
2303,Tioga County,41981,42,117
2304,Union County,44947,42,119
2305,Venango County,54984,42,121
2306,Warren County,41815,42,123
2307,Washington County,207820,42,125
2308,Wayne County,52822,42,127
2309,Westmoreland County,365169,42,129
2310,Wyoming County,28276,42,131
2311,York County,434972,42,133
2312,Bristol County,49875,44,001
2313,Kent County,166158,44,003
2314,Newport County,82888,44,005
2315,Providence County,626667,44,007
2316,Washington County,126979,44,009
2317,Abbeville County,25417,45,001
2318,Aiken County,160099,45,003
2319,Allendale County,10419,45,005
2320,Anderson County,187126,45,007
2321,Bamberg County,15987,45,009
2322,Barnwell County,22621,45,011
2323,Beaufort County,162233,45,013
2324,Berkeley County,177843,45,015
2325,Calhoun County,15175,45,017
2326,Charleston County,350209,45,019
2327,Cherokee County,55342,45,021
2328,Chester County,33140,45,023
2329,Chesterfield County,46734,45,025
2330,Clarendon County,34971,45,027
2331,Colleton County,38892,45,029
2332,Darlington County,68681,45,031
2333,Dillon County,32062,45,033
2334,Dorchester County,136555,45,035
2335,Edgefield County,26985,45,037
2336,Fairfield County,23956,45,039
2337,Florence County,136885,45,041
2338,Georgetown County,60158,45,043
2339,Greenville County,451225,45,045
2340,Greenwood County,69661,45,047
2341,Hampton County,21090,45,049
2342,Horry County,269291,45,051
2343,Jasper County,24777,45,053
2344,Kershaw County,61697,45,055
2345,Lancaster County,76652,45,057
2346,Laurens County,66537,45,059
2347,Lee County,19220,45,061
2348,Lexington County,262391,45,063
2349,McCormick County,10233,45,065
2350,Marion County,33062,45,067
2351,Marlboro County,28933,45,069
2352,Newberry County,37508,45,071
2353,Oconee County,74273,45,073
2354,Orangeburg County,92501,45,075
2355,Pickens County,119224,45,077
2356,Richland County,384504,45,079
2357,Saluda County,19875,45,081
2358,Spartanburg County,284307,45,083
2359,Sumter County,107456,45,085
2360,Union County,28961,45,087
2361,Williamsburg County,34423,45,089
2362,York County,226073,45,091
2363,Aurora County,2710,46,003
2364,Beadle County,17398,46,005
2365,Bennett County,3431,46,007
2366,Bon Homme County,7070,46,009
2367,Brookings County,31965,46,011
2368,Brown County,36531,46,013
2369,Brule County,5255,46,015
2370,Buffalo County,1912,46,017
2371,Butte County,10110,46,019
2372,Campbell County,1466,46,021
2373,Charles Mix County,9129,46,023
2374,Clark County,3691,46,025
2375,Clay County,13864,46,027
2376,Codington County,27227,46,029
2377,Corson County,4050,46,031
2378,Custer County,8216,46,033
2379,Davison County,19504,46,035
2380,Day County,5710,46,037
2381,Deuel County,4364,46,039
2382,Dewey County,5301,46,041
2383,Douglas County,3002,46,043
2384,Edmunds County,4071,46,045
2385,Fall River County,7094,46,047
2386,Faulk County,2364,46,049
2387,Grant County,7356,46,051
2388,Gregory County,4271,46,053
2389,Haakon County,1937,46,055
2390,Hamlin County,5903,46,057
2391,Hand County,3431,46,059
2392,Hanson County,3331,46,061
2393,Harding County,1255,46,063
2394,Hughes County,17022,46,065
2395,Hutchinson County,7343,46,067
2396,Hyde County,1420,46,069
2397,Jackson County,3031,46,071
2398,Jerauld County,2071,46,073
2399,Jones County,1006,46,075
2400,Kingsbury County,5148,46,077
2401,Lake County,11200,46,079
2402,Lawrence County,24097,46,081
2403,Lincoln County,44828,46,083
2404,Lyman County,3755,46,085
2405,McCook County,5618,46,087
2406,McPherson County,2459,46,089
2407,Marshall County,4656,46,091
2408,Meade County,25434,46,093
2409,Mellette County,2048,46,095
2410,Miner County,2389,46,097
2411,Minnehaha County,169468,46,099
2412,Moody County,6486,46,101
2413,Pennington County,100948,46,103
2414,Perkins County,2982,46,105
2415,Potter County,2329,46,107
2416,Roberts County,10149,46,109
2417,Sanborn County,2355,46,111
2418,Shannon County,13586,46,113
2419,Spink County,6415,46,115
2420,Stanley County,2966,46,117
2421,Sully County,1373,46,119
2422,Todd County,9612,46,121
2423,Tripp County,5644,46,123
2424,Turner County,8347,46,125
2425,Union County,14399,46,127
2426,Walworth County,5438,46,129
2427,Yankton County,22438,46,135
2428,Ziebach County,2801,46,137
2429,Anderson County,75129,47,001
2430,Bedford County,45058,47,003
2431,Benton County,16489,47,005
2432,Bledsoe County,12876,47,007
2433,Blount County,123010,47,009
2434,Bradley County,98963,47,011
2435,Campbell County,40716,47,013
2436,Cannon County,13801,47,015
2437,Carroll County,28522,47,017
2438,Carter County,57424,47,019
2439,Cheatham County,39105,47,021
2440,Chester County,17131,47,023
2441,Claiborne County,32213,47,025
2442,Clay County,7861,47,027
2443,Cocke County,35662,47,029
2444,Coffee County,52796,47,031
2445,Crockett County,14586,47,033
2446,Cumberland County,56053,47,035
2447,Davidson County,626681,47,037
2448,Decatur County,11757,47,039
2449,DeKalb County,18723,47,041
2450,Dickson County,49666,47,043
2451,Dyer County,38335,47,045
2452,Fayette County,38413,47,047
2453,Fentress County,17959,47,049
2454,Franklin County,41052,47,051
2455,Gibson County,49683,47,053
2456,Giles County,29485,47,055
2457,Grainger County,22657,47,057
2458,Greene County,68831,47,059
2459,Grundy County,13703,47,061
2460,Hamblen County,62544,47,063
2461,Hamilton County,336463,47,065
2462,Hancock County,6819,47,067
2463,Hardeman County,27253,47,069
2464,Hardin County,26026,47,071
2465,Hawkins County,56833,47,073
2466,Haywood County,18787,47,075
2467,Henderson County,27769,47,077
2468,Henry County,32330,47,079
2469,Hickman County,24690,47,081
2470,Houston County,8426,47,083
2471,Humphreys County,18538,47,085
2472,Jackson County,11638,47,087
2473,Jefferson County,51407,47,089
2474,Johnson County,18244,47,091
2475,Knox County,432226,47,093
2476,Lake County,7832,47,095
2477,Lauderdale County,27815,47,097
2478,Lawrence County,41869,47,099
2479,Lewis County,12161,47,101
2480,Lincoln County,33361,47,103
2481,Loudon County,48556,47,105
2482,McMinn County,52266,47,107
2483,McNairy County,26075,47,109
2484,Macon County,22248,47,111
2485,Madison County,98294,47,113
2486,Marion County,28237,47,115
2487,Marshall County,30617,47,117
2488,Maury County,80956,47,119
2489,Meigs County,11753,47,121
2490,Monroe County,44519,47,123
2491,Montgomery County,172331,47,125
2492,Moore County,6362,47,127
2493,Morgan County,21987,47,129
2494,Obion County,31807,47,131
2495,Overton County,22083,47,133
2496,Perry County,7915,47,135
2497,Pickett County,5077,47,137
2498,Polk County,16825,47,139
2499,Putnam County,72321,47,141
2500,Rhea County,31809,47,143
2501,Roane County,54181,47,145
2502,Robertson County,66283,47,147
2503,Rutherford County,262604,47,149
2504,Scott County,22228,47,151
2505,Sequatchie County,14112,47,153
2506,Sevier County,89889,47,155
2507,Shelby County,927644,47,157
2508,Smith County,19166,47,159
2509,Stewart County,13324,47,161
2510,Sullivan County,156823,47,163
2511,Sumner County,160645,47,165
2512,Tipton County,61081,47,167
2513,Trousdale County,7870,47,169
2514,Unicoi County,18313,47,171
2515,Union County,19109,47,173
2516,Van Buren County,5548,47,175
2517,Warren County,39839,47,177
2518,Washington County,122979,47,179
2519,Wayne County,17021,47,181
2520,Weakley County,35021,47,183
2521,White County,25841,47,185
2522,Williamson County,183182,47,187
2523,Wilson County,113993,47,189
2524,Anderson County,58458,48,001
2525,Andrews County,14786,48,003
2526,Angelina County,86771,48,005
2527,Aransas County,23158,48,007
2528,Archer County,9054,48,009
2529,Armstrong County,1901,48,011
2530,Atascosa County,44911,48,013
2531,Austin County,28417,48,015
2532,Bailey County,7165,48,017
2533,Bandera County,20485,48,019
2534,Bastrop County,74171,48,021
2535,Baylor County,3726,48,023
2536,Bee County,31861,48,025
2537,Bell County,310235,48,027
2538,Bexar County,1714773,48,029
2539,Blanco County,10497,48,031
2540,Borden County,641,48,033
2541,Bosque County,18212,48,035
2542,Bowie County,92565,48,037
2543,Brazoria County,313166,48,039
2544,Brazos County,194851,48,041
2545,Brewster County,9232,48,043
2546,Briscoe County,1637,48,045
2547,Brooks County,7223,48,047
2548,Brown County,38106,48,049
2549,Burleson County,17187,48,051
2550,Burnet County,42750,48,053
2551,Caldwell County,38066,48,055
2552,Calhoun County,21381,48,057
2553,Callahan County,13544,48,059
2554,Cameron County,406220,48,061
2555,Camp County,12401,48,063
2556,Carson County,6182,48,065
2557,Cass County,30464,48,067
2558,Castro County,8062,48,069
2559,Chambers County,35096,48,071
2560,Cherokee County,50845,48,073
2561,Childress County,7041,48,075
2562,Clay County,10752,48,077
2563,Cochran County,3127,48,079
2564,Coke County,3320,48,081
2565,Coleman County,8895,48,083
2566,Collin County,782341,48,085
2567,Collingsworth County,3057,48,087
2568,Colorado County,20874,48,089
2569,Comal County,108472,48,091
2570,Comanche County,13974,48,093
2571,Concho County,4087,48,095
2572,Cooke County,38437,48,097
2573,Coryell County,75388,48,099
2574,Cottle County,1505,48,101
2575,Crane County,4375,48,103
2576,Crockett County,3719,48,105
2577,Crosby County,6059,48,107
2578,Culberson County,2398,48,109
2579,Dallam County,6703,48,111
2580,Dallas County,2368139,48,113
2581,Dawson County,13833,48,115
2582,Deaf Smith County,19372,48,117
2583,Delta County,5231,48,119
2584,Denton County,662614,48,121
2585,DeWitt County,20097,48,123
2586,Dickens County,2444,48,125
2587,Dimmit County,9996,48,127
2588,Donley County,3677,48,129
2589,Duval County,11782,48,131
2590,Eastland County,18583,48,133
2591,Ector County,137130,48,135
2592,Edwards County,2002,48,137
2593,Ellis County,149610,48,139
2594,El Paso County,800647,48,141
2595,Erath County,37890,48,143
2596,Falls County,17866,48,145
2597,Fannin County,33915,48,147
2598,Fayette County,24554,48,149
2599,Fisher County,3974,48,151
2600,Floyd County,6446,48,153
2601,Foard County,1336,48,155
2602,Fort Bend County,585375,48,157
2603,Franklin County,10605,48,159
2604,Freestone County,19816,48,161
2605,Frio County,17217,48,163
2606,Gaines County,17526,48,165
2607,Galveston County,291309,48,167
2608,Garza County,6461,48,169
2609,Gillespie County,24837,48,171
2610,Glasscock County,1226,48,173
2611,Goliad County,7210,48,175
2612,Gonzales County,19807,48,177
2613,Gray County,22535,48,179
2614,Grayson County,120877,48,181
2615,Gregg County,121730,48,183
2616,Grimes County,26604,48,185
2617,Guadalupe County,131533,48,187
2618,Hale County,36273,48,189
2619,Hall County,3353,48,191
2620,Hamilton County,8517,48,193
2621,Hansford County,5613,48,195
2622,Hardeman County,4139,48,197
2623,Hardin County,54635,48,199
2624,Harris County,4092459,48,201
2625,Harrison County,65631,48,203
2626,Hartley County,6062,48,205
2627,Haskell County,5899,48,207
2628,Hays County,157107,48,209
2629,Hemphill County,3807,48,211
2630,Henderson County,78532,48,213
2631,Hidalgo County,774769,48,215
2632,Hill County,35089,48,217
2633,Hockley County,22935,48,219
2634,Hood County,51182,48,221
2635,Hopkins County,35161,48,223
2636,Houston County,23732,48,225
2637,Howard County,35012,48,227
2638,Hudspeth County,3476,48,229
2639,Hunt County,86129,48,231
2640,Hutchinson County,22150,48,233
2641,Irion County,1599,48,235
2642,Jack County,9044,48,237
2643,Jackson County,14075,48,239
2644,Jasper County,35710,48,241
2645,Jeff Davis County,2342,48,243
2646,Jefferson County,252273,48,245
2647,Jim Hogg County,5300,48,247
2648,Jim Wells County,40838,48,249
2649,Johnson County,150934,48,251
2650,Jones County,20202,48,253
2651,Karnes County,14824,48,255
2652,Kaufman County,103350,48,257
2653,Kendall County,33410,48,259
2654,Kenedy County,416,48,261
2655,Kent County,808,48,263
2656,Kerr County,49625,48,265
2657,Kimble County,4607,48,267
2658,King County,286,48,269
2659,Kinney County,3598,48,271
2660,Kleberg County,32061,48,273
2661,Knox County,3719,48,275
2662,Lamar County,49793,48,277
2663,Lamb County,13977,48,279
2664,Lampasas County,19677,48,281
2665,La Salle County,6886,48,283
2666,Lavaca County,19263,48,285
2667,Lee County,16612,48,287
2668,Leon County,16801,48,289
2669,Liberty County,75643,48,291
2670,Limestone County,23384,48,293
2671,Lipscomb County,3302,48,295
2672,Live Oak County,11531,48,297
2673,Llano County,19301,48,299
2674,Loving County,82,48,301
2675,Lubbock County,278831,48,303
2676,Lynn County,5915,48,305
2677,McCulloch County,8283,48,307
2678,McLennan County,234906,48,309
2679,McMullen County,707,48,311
2680,Madison County,13664,48,313
2681,Marion County,10546,48,315
2682,Martin County,4799,48,317
2683,Mason County,4012,48,319
2684,Matagorda County,36702,48,321
2685,Maverick County,54258,48,323
2686,Medina County,46006,48,325
2687,Menard County,2242,48,327
2688,Midland County,136872,48,329
2689,Milam County,24757,48,331
2690,Mills County,4936,48,333
2691,Mitchell County,9403,48,335
2692,Montague County,19719,48,337
2693,Montgomery County,455746,48,339
2694,Moore County,21904,48,341
2695,Morris County,12934,48,343
2696,Motley County,1210,48,345
2697,Nacogdoches County,64524,48,347
2698,Navarro County,47735,48,349
2699,Newton County,14445,48,351
2700,Nolan County,15216,48,353
2701,Nueces County,340223,48,355
2702,Ochiltree County,10223,48,357
2703,Oldham County,2052,48,359
2704,Orange County,81837,48,361
2705,Palo Pinto County,28111,48,363
2706,Panola County,23796,48,365
2707,Parker County,116927,48,367
2708,Parmer County,10269,48,369
2709,Pecos County,15507,48,371
2710,Polk County,45413,48,373
2711,Potter County,121073,48,375
2712,Presidio County,7818,48,377
2713,Rains County,10914,48,379
2714,Randall County,120725,48,381
2715,Reagan County,3367,48,383
2716,Real County,3309,48,385
2717,Red River County,12860,48,387
2718,Reeves County,13783,48,389
2719,Refugio County,7383,48,391
2720,Roberts County,929,48,393
2721,Robertson County,16622,48,395
2722,Rockwall County,78337,48,397
2723,Runnels County,10501,48,399
2724,Rusk County,53330,48,401
2725,Sabine County,10834,48,403
2726,San Augustine County,8865,48,405
2727,San Jacinto County,26384,48,407
2728,San Patricio County,64804,48,409
2729,San Saba County,6131,48,411
2730,Schleicher County,3461,48,413
2731,Scurry County,16921,48,415
2732,Shackelford County,3378,48,417
2733,Shelby County,25448,48,419
2734,Sherman County,3034,48,421
2735,Smith County,209714,48,423
